nohup: ignoring input
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:103 | ============================================================
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:104 | BTC自动化交易系统启动
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:105 | 配置: config.yaml
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:106 | 模式: ⚠️ 主网
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:107 | 品种: BTCUSDT
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:108 | 杠杆: 10x
2026-06-11 03:38:21 | INFO     | btc_trader.main.main:109 | ============================================================
2026-06-11 03:38:21 | INFO     | btc_trader.pipeline.__init__:41 | TradingPipeline初始化完成
2026-06-11 03:38:21 | INFO     | btc_trader.pipeline.startup:302 | 系统启动中...
2026-06-11 03:38:21 | INFO     | btc_trader.pipeline.startup:305 | 测试Binance连接...
2026-06-11 03:38:21 | INFO     | btc_trader.pipeline.startup:308 | Binance连接正常
2026-06-11 03:38:21 | INFO     | btc_trader.pipeline.startup:312 | 测试 LLM API 连接 (OpenRouter)...
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.startup:315 | LLM API 连接正常
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.startup:323 | 杠杆设置: 10x
2026-06-11 03:38:25 | WARNING  | btc_trader.pipeline.startup:332 | 设置杠杆/保证金模式: APIError(code=-4047): Margin type cannot be changed if there exists open orders.
2026-06-11 03:38:25 | INFO     | btc_trader.db.initialize:64 | 数据库初始化完成: storage/trading.db
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.startup:336 | 数据库初始化完成
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.startup:339 | 执行初始全周期分析...
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.run:56 | ========== 流水线启动 trigger=4h ==========
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.run:65 | Step 2: 数据采集
2026-06-11 03:38:25 | INFO     | btc_trader.data.fetch_klines:118 | K线数据更新 [4h]: 100根, 最新价=62338.60
2026-06-11 03:38:25 | INFO     | btc_trader.data.fetch_klines:118 | K线数据更新 [1h]: 100根, 最新价=62346.00
2026-06-11 03:38:25 | INFO     | btc_trader.data.fetch_klines:118 | K线数据更新 [15m]: 100根, 最新价=62338.60
2026-06-11 03:38:25 | INFO     | btc_trader.pipeline.run:71 | Step 3: 状态同步与组装
2026-06-11 03:38:25 | INFO     | btc_trader.state.build:29 | 开始组装状态 [trigger=4h]
2026-06-11 03:38:25 | INFO     | btc_trader.data.fetch_klines:118 | K线数据更新 [4h]: 100根, 最新价=62338.60
2026-06-11 03:38:26 | WARNING  | btc_trader.state.build:70 | 状态一致性: CRITICAL: 有持仓但无止损单，需要立即补挂
2026-06-11 03:38:26 | INFO     | btc_trader.state.build:87 | 状态组装完成: price=62337.40, positions=1, orders=4, balance=146.47
2026-06-11 03:38:26 | CRITICAL | btc_trader.pipeline._pre_check:157 | ⚠️ 有持仓但没有止损单！
2026-06-11 03:38:26 | INFO     | btc_trader.executor._place_algo_order:120 | Algo挂单成功: 紧急补挂止损(多), type=STOP_MARKET, triggerPrice=59041.36, qty=0.005, algoId=4000001546287600
2026-06-11 03:38:26 | CRITICAL | btc_trader.pipeline._emergency_stop_loss:188 | 紧急止损已挂: stop=59041.36, qty=0.005
2026-06-11 03:38:26 | INFO     | btc_trader.pipeline.run:81 | Step 4: 调用LLM策略分析
2026-06-11 03:38:26 | INFO     | btc_trader.strategy.analyze:51 | 调用 LLM API [attempt=1] model=anthropic/claude-opus-4.6, trigger=4h, price=62337.4
2026-06-11 03:38:55 | INFO     | btc_trader.strategy.analyze:78 | LLM 响应耗时: 29.32s, status=200
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:141 | ───────────────────────────────────────────────────────
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:142 | 📊 LLM 策略决策
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:143 |   方向: neutral  |  信心: 2 ⭐⭐  |  行情类型: transitioning
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:146 |   共振: ❌ 无共振
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:149 |   4H: 死叉，EMA15(62073)在EMA60(64539)下方，差距2466点，EMA15向下，EMA60向下，但MACD柱状图由负转正且扩大(130.2)，空头动能衰减中
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:150 |   1H: 死叉但即将金叉，EMA15(61874)接近EMA60(61991)仅差118点，EMA15向上，MACD金叉且柱状图扩大(152.7)，RSI 58偏多
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:151 |  15M: 金叉，EMA15(62015)在EMA60(61793)上方，差距222点，MACD柱状图扩大，RSI 64，短期多头趋势明确
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:160 |   压力位: 62840 / 64250  |  支撑位: 61500 / 60692
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:165 |   逻辑: 4H大方向仍是死叉看空，但MACD空头动能明显衰减，柱状图转正扩大，属于趋势转换初期。1H即将金叉+15M已金叉，小周期反弹信号明确，但这属于'场景C：4H死叉+小周期金叉=大跌中反弹'，不宜重仓做多。当前已有0.005多仓浮盈约1美元，属于轻仓试探性质，可持有但必须严格止损。关键观察1H能否完成金叉确认转势。
2026-06-11 03:38:55 | INFO     | btc_trader.strategy._log_decision:169 |   操作 (5 条):
